log_path,all_samples,all_mae_x,all_rmse_x,all_mae_y,all_rmse_y,all_mae_z,all_rmse_z,all_mae_yaw,all_rmse_yaw,w7_25_samples,w7_25_mae_x,w7_25_rmse_x,w7_25_mae_y,w7_25_rmse_y,w7_25_mae_z,w7_25_rmse_z,w7_25_mae_yaw,w7_25_rmse_yaw,w10_18_samples,w10_18_mae_x,w10_18_rmse_x,w10_18_mae_y,w10_18_rmse_y,w10_18_mae_z,w10_18_rmse_z,w10_18_mae_yaw,w10_18_rmse_yaw,tmp_samples,tmp_mean_abs_err_z,tmp_mean_bias,tmp_sonar_inf_ratio,score,aligned_csv_path,aligned_samples,aligned_all_samples,aligned_all_mae_x,aligned_all_rmse_x,aligned_all_mae_y,aligned_all_rmse_y,aligned_all_mae_z,aligned_all_rmse_z,aligned_all_mae_yaw,aligned_all_rmse_yaw,aligned_w7_25_samples,aligned_w7_25_mae_x,aligned_w7_25_rmse_x,aligned_w7_25_mae_y,aligned_w7_25_rmse_y,aligned_w7_25_mae_z,aligned_w7_25_rmse_z,aligned_w7_25_mae_yaw,aligned_w7_25_rmse_yaw,aligned_w10_18_samples,aligned_w10_18_mae_x,aligned_w10_18_rmse_x,aligned_w10_18_mae_y,aligned_w10_18_rmse_y,aligned_w10_18_mae_z,aligned_w10_18_rmse_z,aligned_w10_18_mae_yaw,aligned_w10_18_rmse_yaw,aligned_score,case_name
/ws/ee4308/tmp/proj2_param_sweeps/xy_run1/combo_gps_0p4__imu_3p0/run.log,1330.0,0.36784135338345864,0.4624413370640258,0.3594007518796992,0.4721458604433958,0.01949699248120301,0.024333444913398172,0.011688721804511278,0.012466556765762749,541.0,0.37629574861367837,0.4879156164733009,0.26802587800369687,0.32600814772712844,0.020615526802218117,0.02560719197727824,0.01444916820702403,0.014753363600315195,241.0,0.3534896265560166,0.43429744382110236,0.12612033195020747,0.15340445010234652,0.022435684647302903,0.027456566983864155,0.015282157676348548,0.01553245831833417,44.0,0.022272727272727274,-1.4692500000000002,0.7727272727272727,0.5226611699557451,/ws/ee4308/tmp/proj2_param_sweeps/xy_run1/combo_gps_0p4__imu_3p0/aligned_pose_error.csv,1201.0,1201.0,0.36745818329641966,0.4655203987335166,0.36657396962364697,0.48742042943725433,0.01888431893588676,0.023766738923204248,0.00790270526561199,0.008717223746271888,541.0,0.38168038343622923,0.4934785113546418,0.273287131181146,0.33195539292198467,0.020162353804066543,0.02509170339577695,0.010698263292051756,0.011038733216236453,241.0,0.36323404900829875,0.44479853314107687,0.12650513908713693,0.15214899221946124,0.022066993713692945,0.027169316157513886,0.011523392464730291,0.011783580158577401,0.5319685356131951,combo_gps_0p4__imu_3p0
/ws/ee4308/tmp/proj2_param_sweeps/xy_run1/imu_xy_6p0/run.log,1329.0,0.3312656132430399,0.42237969645322887,0.39876072234762977,0.549816469139152,0.025497366440933034,0.03030300950816716,0.005690744920993228,0.007589396983711764,541.0,0.39453974121996305,0.4875094614940419,0.2193826247689464,0.28396722103927585,0.03156746765249538,0.03631913383383373,0.004402957486136784,0.005449143126520783,241.0,0.428103734439834,0.5207163952818777,0.0975643153526971,0.11098078410172647,0.031265560165975106,0.03576276141092071,0.003153526970954357,0.0037527306793676547,44.0,0.028409090909090908,0.19804545454545455,0.7045454545454546,0.5885010776110016,/ws/ee4308/tmp/proj2_param_sweeps/xy_run1/imu_xy_6p0/aligned_pose_error.csv,1201.0,1201.0,0.3151909045012489,0.40716513507624014,0.37422547808909246,0.5219772494871483,0.02677481267360533,0.03155152707412562,0.004587126434637802,0.00613999506578207,541.0,0.40039801293160815,0.4942107300105304,0.22564955425323474,0.2915203312115606,0.03287310308502773,0.03779730126105255,0.0026138379611829947,0.0033181823714627367,241.0,0.4380244462780083,0.5309880608355162,0.10066998250207468,0.11379905944440279,0.0314670070373444,0.036266651237205426,0.0014762301203319502,0.0017874022525824805,0.6030345389024551,imu_xy_6p0
/ws/ee4308/tmp/proj2_param_sweeps/xy_run1/gps_xy_0p3/run.log,1321.0,0.33991067373202116,0.4108373145369065,0.48161771385314156,0.6362755540021492,0.020258137774413324,0.025949916824424497,0.0033694171082513246,0.004663628656775403,541.0,0.3935064695009242,0.4636994911735429,0.3515841035120148,0.4319838837104716,0.01822735674676525,0.022684975933134163,0.0027264325323475046,0.003417093056062313,241.0,0.36606639004149377,0.43264615691744646,0.21049377593360996,0.23469622813772423,0.01991701244813278,0.023294256945414767,0.0034813278008298753,0.0042372581755745105,44.0,0.023659090909090907,-0.07447727272727273,0.7272727272727273,0.6147045351700018,/ws/ee4308/tmp/proj2_param_sweeps/xy_run1/gps_xy_0p3/aligned_pose_error.csv,1201.0,1201.0,0.33336445103080764,0.4046020677373689,0.4978642574721066,0.6626260018770365,0.02051813469608659,0.02607385372373623,0.003753639145711907,0.0054060819818209345,541.0,0.398102788844732,0.46933330647918053,0.3568224333086876,0.43841920200026513,0.018247306371534197,0.022729401924928717,0.0022467709223659886,0.002754456848281308,241.0,0.37373987901244815,0.441528472770119,0.21315666229875518,0.23789489910940756,0.019950600983402487,0.023464042778121454,0.0018628911618257262,0.002264739530664362,0.6250944486661401,gps_xy_0p3
/ws/ee4308/tmp/proj2_param_sweeps/xy_run1/imu_xy_4p0/run.log,1331.0,0.3302727272727273,0.421477700823555,0.4415529676934636,0.5499992329753548,0.021349361382419232,0.026004623064683874,0.01201427498121713,0.013452786349153582,541.0,0.3541608133086876,0.4406588224260186,0.3475286506469501,0.4074873981699101,0.02557301293900185,0.030678314244427646,0.010417744916820702,0.011470286293397188,241.0,0.3836348547717843,0.4434410241607261,0.2714232365145228,0.296951880086887,0.028,0.031246576575968164,0.01037759336099585,0.01078592136004441,44.0,0.022204545454545453,-0.6793181818181818,0.7954545454545454,0.708631104225309,/ws/ee4308/tmp/proj2_param_sweeps/xy_run1/imu_xy_4p0/aligned_pose_error.csv,1201.0,1201.0,0.32475846425478766,0.4207501471274828,0.4661397060616153,0.5776363003239393,0.02302070607826811,0.02756748192105552,0.015055862015820149,0.016080770718807987,541.0,0.3590224992107209,0.44639396591460906,0.35430609455268025,0.4157261733837881,0.02688741820332717,0.03204280974488556,0.01420510347504621,0.01493242656302221,241.0,0.3921050910497926,0.4528302704165484,0.27582994060995847,0.3013362654877844,0.02824132298755187,0.03145962514699013,0.014165589626556016,0.014402971525994498,0.7230637728506301,imu_xy_4p0
/ws/ee4308/tmp/proj2_param_sweeps/xy_run1/combo_gps_0p3__imu_3p0/run.log,1329.0,0.3945289691497366,0.5329281923855012,0.31977953348382243,0.45891528715280694,0.018423626787057938,0.02249345695349173,0.012653875094055682,0.013658552528941492,541.0,0.43884658040665436,0.546425778343635,0.1935656192236599,0.28648026258413906,0.02255637707948244,0.026512961988800748,0.0145637707948244,0.015208288916114376,241.0,0.6041908713692945,0.6898717783323356,0.08001244813278009,0.09923180038409501,0.023933609958506224,0.027415203099664436,0.01657676348547718,0.016759588820355525,44.0,0.022295454545454545,1.3282045454545455,0.7954545454545454,0.7306933065400633,/ws/ee4308/tmp/proj2_param_sweeps/xy_run1/combo_gps_0p3__imu_3p0/aligned_pose_error.csv,1201.0,1201.0,0.4103304815278934,0.555120766339531,0.276930323,0.3992325399098171,0.019708083084096585,0.02358541804620473,0.01622313259367194,0.017000759909225265,541.0,0.4437800058077634,0.5527654793159784,0.19813581950462109,0.29448094007510695,0.023366474121996304,0.027182155958039588,0.018303302646950095,0.01876504482163051,241.0,0.6135162790373444,0.6999474640808149,0.07745924149792531,0.09669779490522995,0.024092706282157674,0.02769748892893274,0.02031298008298755,0.020412882426667053,0.7384347009394236,combo_gps_0p3__imu_3p0
/ws/ee4308/tmp/proj2_param_sweeps/xy_run1/combo_gps_0p3__imu_4p0/run.log,1318.0,0.30670485584218515,0.4429934034934324,0.3748619119878604,0.47590384576058187,0.02239908952959029,0.027636432157526633,0.004072837632776935,0.0055268691178484595,541.0,0.32376894639556375,0.43374645907241227,0.2907707948243992,0.3446936945585049,0.0261090573012939,0.03142732131368802,0.0031386321626617375,0.004101755631510545,241.0,0.49475103734439835,0.5834760801434665,0.1919585062240664,0.2453491542045329,0.03063070539419087,0.03630929833015527,0.002983402489626556,0.0038868861338386784,44.0,0.02575,-1.514340909090909,0.8181818181818182,0.7434493062639496,/ws/ee4308/tmp/proj2_param_sweeps/xy_run1/combo_gps_0p3__imu_4p0/aligned_pose_error.csv,1192.0,1192.0,0.31221920346140936,0.4584474668650916,0.354525977545302,0.4533881732139244,0.023515940761744965,0.02850368801225917,0.004349703520973154,0.006247071415911041,541.0,0.32937846413863214,0.4403700336167224,0.29609185085582257,0.3513050832152955,0.027284991878003696,0.032144420752689744,0.00346557231792976,0.004992811162744751,241.0,0.5036802876182572,0.5931175136617161,0.19251706856431536,0.24644725531657502,0.031234777738589212,0.03678413215825224,0.003533819456431535,0.005022829068901756,0.7547171257991655,combo_gps_0p3__imu_4p0
/ws/ee4308/tmp/proj2_param_sweeps/xy_run1/gps_xy_0p2/run.log,1330.0,0.36061729323308267,0.4745633061868009,0.3308721804511278,0.468647630425845,0.02094736842105263,0.026491621600755095,0.006193984962406015,0.007148689348299885,541.0,0.3843992606284658,0.47594813631928856,0.23564325323475047,0.30278989561616126,0.02553049907578558,0.030527403525175696,0.0070646950092421446,0.007792835232518586,241.0,0.5727095435684647,0.6367903796005929,0.1980746887966805,0.2594350709071492,0.029746887966804976,0.03457573322144926,0.006813278008298755,0.007537458325476749,44.0,0.022068181818181817,0.6454545454545455,0.7954545454545454,0.8260616194077358,/ws/ee4308/tmp/proj2_param_sweeps/xy_run1/gps_xy_0p2/aligned_pose_error.csv,1201.0,1201.0,0.36685515307493755,0.4876566897458707,0.3439174745120733,0.4830948116621054,0.021315900559533724,0.026396934811969225,0.0035671312148209825,0.004319233445936289,541.0,0.3898756969500924,0.4825869541828057,0.24099659442144178,0.30945965100168615,0.0264163043974122,0.0309741474595293,0.0038231616414048063,0.004536401949940324,241.0,0.5810432198879668,0.6461629870458498,0.19792516164315352,0.2607685747901894,0.029706442128630706,0.034537223765398785,0.003685878763485477,0.004281622439296441,0.8350911280571632,gps_xy_0p2
/ws/ee4308/tmp/proj2_param_sweeps/xy_run1/imu_xy_3p0/run.log,1334.0,0.3310097451274363,0.4277695919979364,0.5156416791604198,0.656084349122442,0.027077961019490254,0.03402534552258117,0.004045727136431784,0.005036225592235921,541.0,0.3890554528650647,0.45424809599731997,0.4046025878003697,0.47994376210909406,0.03283179297597043,0.04075099082519038,0.0027393715341959336,0.0036663025641212525,241.0,0.4776721991701245,0.5376493134305717,0.33202904564315355,0.3473924383518824,0.031850622406639,0.03972007864170091,0.0015352697095435683,0.0019916839556649323,44.0,0.03002272727272727,-0.7261818181818182,0.7045454545454546,0.8743836601958874,/ws/ee4308/tmp/proj2_param_sweeps/xy_run1/imu_xy_3p0/aligned_pose_error.csv,1201.0,1201.0,0.3356451298692756,0.4424448449906515,0.490809239919234,0.6301170597973386,0.027091569054121568,0.034144246216105366,0.004804200330557868,0.005844518360240475,541.0,0.3942473260147874,0.46055281124231073,0.41084109816266173,0.48720332182034737,0.03236992458410351,0.03997065635214707,0.0035026476765249535,0.004214753607423472,241.0,0.4845521340456431,0.5460799685376587,0.3361897709087137,0.35115350181295424,0.031436665991701244,0.039410113254105913,0.0037829773319502076,0.004047851087841294,0.8845484955301616,imu_xy_3p0
/ws/ee4308/tmp/proj2_param_sweeps/xy_run1/current_xy/run.log,1331.0,0.4508039068369647,0.5486069538222412,0.6089226145755071,0.7391960209073904,0.021420736288504882,0.027171008658036906,0.008386175807663411,0.009086114438101082,541.0,0.5422680221811461,0.6571651786946144,0.5243678373382624,0.6090375835599473,0.024262476894639555,0.029380605218943725,0.01022550831792976,0.010406524329173423,241.0,0.5086929460580912,0.6010188134392166,0.39040663900414935,0.41134882875870915,0.024659751037344396,0.030138477082126688,0.010091286307053941,0.010234592711329796,44.0,0.024590909090909094,-0.3644090909090909,0.7954545454545454,0.9480218129942245,/ws/ee4308/tmp/proj2_param_sweeps/xy_run1/current_xy/aligned_pose_error.csv,1201.0,1201.0,0.4557870012023314,0.5630619252129044,0.6465663491681931,0.7745522727635343,0.020384834616153206,0.025215361545951845,0.005856217567027477,0.006364817948089739,541.0,0.5474505571090573,0.6635806925672418,0.5308156100794824,0.6165643853196201,0.025447138367837338,0.030658184956366224,0.006498631802218114,0.006645150703383729,241.0,0.517848693966805,0.6105892927876012,0.3937991873983403,0.4150578282506997,0.02532412882987552,0.03108272167853385,0.006394961132780083,0.006480376875128534,0.9624191485628582,current_xy
/ws/ee4308/tmp/proj2_param_sweeps/xy_run1/gps_xy_0p4/run.log,1322.0,0.43133131618759457,0.5439612955662656,0.47889334341906203,0.6454718998724593,0.015792738275340393,0.02022378581916116,0.0038751891074130106,0.0051310363513947495,541.0,0.5423031423290203,0.6573144010376315,0.39243068391866914,0.4878854995062528,0.018752310536044363,0.02342396358945889,0.002833641404805915,0.0034445703208106004,241.0,0.753298755186722,0.8282706500350858,0.254,0.2790756972817196,0.02125311203319502,0.02644967036166356,0.002269709543568465,0.0029129842393022377,44.0,0.014,0.6697045454545455,0.7272727272727273,1.0473041777559613,/ws/ee4308/tmp/proj2_param_sweeps/xy_run1/gps_xy_0p4/aligned_pose_error.csv,1201.0,1201.0,0.412807651173189,0.5269878769731566,0.5022263775453789,0.6700982168077946,0.016832946293921732,0.02102969963624381,0.004633201177352207,0.006305232773224474,541.0,0.5483267992347505,0.6643722861206746,0.40568507927541586,0.49910799348277507,0.01987243999815157,0.02425767417257356,0.0030291012439926063,0.00421172320430361,241.0,0.7578223542074688,0.8371925371307175,0.27263431331950205,0.29873856286927075,0.022517290684647303,0.027822900476529498,0.003443533572614108,0.004533269282788833,1.0728463982097698,gps_xy_0p4
