recv_time_sec,plan_stamp_sec,num_points,goal_x,goal_y,goal_z
1775398512.901553869,1775398512.900996447,6,1.000000000,4.000000000,5.000000000
1775398513.003192902,1775398513.002814770,6,1.000000000,4.000000000,5.000000000
1775398513.105044603,1775398513.104549408,4,1.000000000,4.000000000,5.000000000
1775398513.207402468,1775398513.205803871,65,-2.000000000,-2.000000000,5.000000000
1775398513.306249619,1775398513.304519892,65,-2.000000000,-2.000000000,5.000000000
1775398513.406626701,1775398513.404882908,66,-2.000000000,-2.000000000,5.000000000
1775398513.506421566,1775398513.504989147,66,-2.000000000,-2.000000000,5.000000000
1775398513.607615948,1775398513.605182409,67,-2.000000000,-2.000000000,5.000000000
1775398513.707695007,1775398513.705869198,67,-2.000000000,-2.000000000,5.000000000
1775398513.808961153,1775398513.807744265,68,-2.000000000,-2.000000000,5.000000000
1775398513.907515287,1775398513.906300306,68,-2.000000000,-2.000000000,5.000000000
1775398514.007650852,1775398514.006206989,69,-2.000000000,-2.000000000,5.000000000
1775398514.110486984,1775398514.109292984,68,-2.000000000,-2.000000000,5.000000000
1775398514.211453438,1775398514.209195614,68,-2.000000000,-2.000000000,5.000000000
1775398514.310983419,1775398514.308948994,69,-2.000000000,-2.000000000,5.000000000
1775398514.412579536,1775398514.409472704,69,-2.000000000,-2.000000000,5.000000000
1775398514.511412382,1775398514.509185314,69,-2.000000000,-2.000000000,5.000000000
1775398514.610342264,1775398514.608982563,67,-2.000000000,-2.000000000,5.000000000
1775398514.711827993,1775398514.709682226,67,-2.000000000,-2.000000000,5.000000000
1775398514.813630342,1775398514.812017918,67,-2.000000000,-2.000000000,5.000000000
1775398514.914888620,1775398514.913081646,67,-2.000000000,-2.000000000,5.000000000
1775398515.014168978,1775398515.012438297,67,-2.000000000,-2.000000000,5.000000000
1775398515.113181114,1775398515.111932993,64,-2.000000000,-2.000000000,5.000000000
1775398515.215071201,1775398515.213815451,64,-2.000000000,-2.000000000,5.000000000
1775398515.314068794,1775398515.311971188,64,-2.000000000,-2.000000000,5.000000000
1775398515.415424585,1775398515.413843393,65,-2.000000000,-2.000000000,5.000000000
1775398515.514718294,1775398515.513504028,65,-2.000000000,-2.000000000,5.000000000
1775398515.614390135,1775398515.613151789,59,-2.000000000,-2.000000000,5.000000000
1775398515.714713573,1775398515.713548660,59,-2.000000000,-2.000000000,5.000000000
1775398515.815551519,1775398515.813815355,59,-2.000000000,-2.000000000,5.000000000
1775398515.918351889,1775398515.917288303,58,-2.000000000,-2.000000000,5.000000000
1775398516.018579483,1775398516.016953945,58,-2.000000000,-2.000000000,5.000000000
1775398516.120480776,1775398516.118227005,55,-2.000000000,-2.000000000,5.000000000
1775398516.218868256,1775398516.217788458,55,-2.000000000,-2.000000000,5.000000000
1775398516.318011284,1775398516.316671848,55,-2.000000000,-2.000000000,5.000000000
1775398516.419718742,1775398516.417607546,54,-2.000000000,-2.000000000,5.000000000
1775398516.520653486,1775398516.519483566,54,-2.000000000,-2.000000000,5.000000000
1775398516.618707418,1775398516.617648363,50,-2.000000000,-2.000000000,5.000000000
1775398516.720096111,1775398516.718783140,49,-2.000000000,-2.000000000,5.000000000
1775398516.818899155,1775398516.817162991,49,-2.000000000,-2.000000000,5.000000000
1775398516.923648357,1775398516.920679808,48,-2.000000000,-2.000000000,5.000000000
1775398517.023137808,1775398517.021082401,48,-2.000000000,-2.000000000,5.000000000
